"Year","Month","Inches of Precipitation"
"2005","OCT","0.00"
"2005","NOV","1.51"
"2005","DEC","4.50"
"2005","JAN","0.60"
"2005","FEB","0.00"
"2005","MAR","3.23"
"2005","APR","1.50"
"2005","MAY","0.03"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.10"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV","1.46"
"2005","DEC","4.29"
"2005","JAN","0.55"
"2005","FEB","0.03"
"2005","MAR","3.09"
"2005","APR","2.06"
"2005","MAY","0.05"
"2005","JUN","0.04"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.64"
"2005","DEC","4.22"
"2005","JAN","0.75"
"2005","FEB","0.02"
"2005","MAR","5.96"
"2005","APR","2.87"
"2005","MAY","0.43"
"2005","JUN","0.04"
"2005","JUL","0.00"
"2005","AUG","0.04"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.67"
"2005","DEC","12.25"
"2005","JAN","3.20"
"2005","FEB","0.00"
"2005","MAR","4.24"
"2005","APR","3.24"
"2005","MAY","1.63"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.01"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.98"
"2005","DEC","2.18"
"2005","JAN","0.63"
"2005","FEB","0.00"
"2005","MAR","3.81"
"2005","APR","1.79"
"2005","MAY","0.14"
"2005","JUN","0.08"
"2005","JUL","0.00"
"2005","AUG","0.05"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV",""
"2005","DEC","5.22"
"2005","JAN","1.13"
"2005","FEB","0.02"
"2005","MAR","3.37"
"2005","APR","1.47"
"2005","MAY","0.28"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.01"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.56"
"2005","DEC","10.08"
"2005","JAN","1.93"
"2005","FEB","0.00"
"2005","MAR","3.75"
"2005","APR","3.01"
"2005","MAY","0.82"
"2005","JUN","0.03"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","3.20"
"2005","DEC","4.77"
"2005","JAN","0.29"
"2005","FEB","0.20"
"2005","MAR","4.02"
"2005","APR","3.01"
"2005","MAY","0.07"
"2005","JUN","0.00"
"2005","JUL","0.01"
"2005","AUG","0.19"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","2.12"
"2005","DEC","4.84"
"2005","JAN","0.32"
"2005","FEB","0.04"
"2005","MAR","4.34"
"2005","APR","3.02"
"2005","MAY","0.14"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","6.03"
"2005","DEC","7.18"
"2005","JAN","0.82"
"2005","FEB","2.01"
"2005","MAR","9.96"
"2005","APR","4.74"
"2005","MAY","0.78"
"2005","JUN","0.13"
"2005","JUL","0.00"
"2005","AUG","0.09"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","4.46"
"2005","DEC","4.02"
"2005","JAN","0.25"
"2005","FEB","0.87"
"2005","MAR","5.16"
"2005","APR","4.28"
"2005","MAY","0.05"
"2005","JUN","0.11"
"2005","JUL","0.00"
"2005","AUG","0.01"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","2.27"
"2005","DEC","4.27"
"2005","JAN","0.25"
"2005","FEB","0.26"
"2005","MAR","3.14"
"2005","APR","2.25"
"2005","MAY","0.04"
"2005","JUN","0.05"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","7.94"
"2005","DEC","4.99"
"2005","JAN","0.70"
"2005","FEB","1.23"
"2005","MAR","7.58"
"2005","APR","6.16"
"2005","MAY","0.06"
"2005","JUN","0.16"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.43"
"2005","DEC","4.42"
"2005","JAN","0.38"
"2005","FEB","0.00"
"2005","MAR","4.11"
"2005","APR","2.68"
"2005","MAY","0.12"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","2.86"
"2005","DEC","4.63"
"2005","JAN","0.31"
"2005","FEB","0.33"
"2005","MAR","3.01"
"2005","APR","3.03"
"2005","MAY","0.04"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","2.80"
"2005","DEC","5.30"
"2005","JAN","0.40"
"2005","FEB","0.03"
"2005","MAR","2.91"
"2005","APR","2.03"
"2005","MAY","0.15"
"2005","JUN","0.01"
"2005","JUL","0.00"
"2005","AUG","0.01"
"2005","SEP","0.04"
"2005","OCT","0.00"
"2005","NOV","1.98"
"2005","DEC","6.21"
"2005","JAN","0.60"
"2005","FEB","0.12"
"2005","MAR","4.72"
"2005","APR","3.93"
"2005","MAY","0.13"
"2005","JUN","0.09"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","5.14"
"2005","DEC","9.31"
"2005","JAN","0.42"
"2005","FEB","0.22"
"2005","MAR","7.68"
"2005","APR","10.62"
"2005","MAY","0.26"
"2005","JUN","0.19"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","3.09"
"2005","DEC","3.80"
"2005","JAN","0.30"
"2005","FEB","0.43"
"2005","MAR","3.02"
"2005","APR","5.77"
"2005","MAY","0.00"
"2005","JUN","0.16"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","2.72"
"2005","DEC","4.03"
"2005","JAN","0.48"
"2005","FEB","0.38"
"2005","MAR","2.15"
"2005","APR","3.68"
"2005","MAY","0.02"
"2005","JUN","0.14"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.95"
"2005","DEC","3.80"
"2005","JAN","0.19"
"2005","FEB","0.32"
"2005","MAR","3.49"
"2005","APR","2.43"
"2005","MAY","0.04"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.51"
"2005","NOV","0.25"
"2005","DEC","2.12"
"2005","JAN","1.01"
"2005","FEB","0.37"
"2005","MAR","1.20"
"2005","APR","0.58"
"2005","MAY","1.21"
"2005","JUN","0.66"
"2005","JUL","0.00"
"2005","AUG","0.21"
"2005","SEP","0.05"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT",""
"2005","NOV",""
"2005","DEC","2.49"
"2005","JAN","0.66"
"2005","FEB","0.02"
"2005","MAR","1.35"
"2005","APR","0.66"
"2005","MAY","0.74"
"2005","JUN","0.21"
"2005","JUL","0.06"
"2005","AUG","0.13"
"2005","SEP","0.02"
"2005","OCT","0.94"
"2005","NOV","0.85"
"2005","DEC","4.06"
"2005","JAN","1.57"
"2005","FEB","0.10"
"2005","MAR","1.77"
"2005","APR","1.09"
"2005","MAY","1.55"
"2005","JUN","0.54"
"2005","JUL","0.03"
"2005","AUG","0.14"
"2005","SEP","0.03"
"2005","OCT","0.22"
"2005","NOV","0.00"
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY","0.91"
"2005","JUN",""
"2005","JUL","0.15"
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.01"
"2005","NOV","0.20"
"2005","DEC","1.41"
"2005","JAN","0.11"
"2005","FEB","0.02"
"2005","MAR","0.40"
"2005","APR","0.33"
"2005","MAY",""
"2005","JUN","0.17"
"2005","JUL","0.00"
"2005","AUG","0.08"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC","3.31"
"2005","JAN","0.67"
"2005","FEB","0.00"
"2005","MAR","2.64"
"2005","APR","0.33"
"2005","MAY","0.30"
"2005","JUN","0.21"
"2005","JUL","0.01"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB","0.00"
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL","0.10"
"2005","AUG",""
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC","3.31"
"2005","JAN","0.67"
"2005","FEB","0.00"
"2005","MAR","2.64"
"2005","APR","0.33"
"2005","MAY","0.30"
"2005","JUN","0.21"
"2005","JUL","0.01"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.62"
"2005","DEC","0.66"
"2005","JAN","0.08"
"2005","FEB","0.05"
"2005","MAR","0.36"
"2005","APR","0.31"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL",""
"2005","AUG","1.16"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.57"
"2005","DEC","0.85"
"2005","JAN","0.05"
"2005","FEB","0.00"
"2005","MAR","0.41"
"2005","APR","0.21"
"2005","MAY","0.05"
"2005","JUN","0.33"
"2005","JUL","0.10"
"2005","AUG","0.14"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.91"
"2005","DEC","1.89"
"2005","JAN","0.47"
"2005","FEB","0.06"
"2005","MAR","1.58"
"2005","APR","1.64"
"2005","MAY","0.65"
"2005","JUN","2.10"
"2005","JUL","0.05"
"2005","AUG","0.26"
"2005","SEP","0.07"
"2005","OCT","0.00"
"2005","NOV","0.93"
"2005","DEC","5.01"
"2005","JAN","0.80"
"2005","FEB","0.05"
"2005","MAR","2.52"
"2005","APR","1.46"
"2005","MAY","0.77"
"2005","JUN","0.00"
"2005","JUL","1.10"
"2005","AUG","0.13"
"2005","SEP","0.04"
"2005","OCT","0.00"
"2005","NOV","0.34"
"2005","DEC","2.36"
"2005","JAN","0.60"
"2005","FEB","0.10"
"2005","MAR","1.13"
"2005","APR","0.88"
"2005","MAY","0.44"
"2005","JUN","0.01"
"2005","JUL","0.95"
"2005","AUG","0.24"
"2005","SEP","0.01"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB","0.00"
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL","0.26"
"2005","AUG","0.04"
"2005","SEP","0.00"
"2005","OCT","0.10"
"2005","NOV","2.18"
"2005","DEC","4.16"
"2005","JAN",""
"2005","FEB","0.06"
"2005","MAR","3.91"
"2005","APR","1.21"
"2005","MAY","0.73"
"2005","JUN",""
"2005","JUL","0.00"
"2005","AUG","0.02"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV",""
"2005","DEC","8.67"
"2005","JAN","1.65"
"2005","FEB","0.05"
"2005","MAR","4.89"
"2005","APR","1.92"
"2005","MAY","1.71"
"2005","JUN","0.40"
"2005","JUL","0.08"
"2005","AUG","0.15"
"2005","SEP","0.09"
"2005","OCT",""
"2005","NOV",""
"2005","DEC","0.68"
"2005","JAN","0.06"
"2005","FEB","0.00"
"2005","MAR","0.14"
"2005","APR","0.34"
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP","0.02"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV","0.42"
"2005","DEC","0.29"
"2005","JAN","0.03"
"2005","FEB","0.04"
"2005","MAR","1.20"
"2005","APR","0.67"
"2005","MAY","0.10"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.09"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.25"
"2005","DEC","2.15"
"2005","JAN","0.37"
"2005","FEB","0.10"
"2005","MAR","1.72"
"2005","APR","0.53"
"2005","MAY","0.15"
"2005","JUN","0.03"
"2005","JUL","0.18"
"2005","AUG","0.19"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.40"
"2005","DEC","1.69"
"2005","JAN","0.13"
"2005","FEB","0.04"
"2005","MAR","0.79"
"2005","APR","0.38"
"2005","MAY","0.05"
"2005","JUN","0.09"
"2005","JUL","0.24"
"2005","AUG","0.13"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN","0.11"
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV","0.30"
"2005","DEC",""
"2005","JAN",""
"2005","FEB","0.00"
"2005","MAR",""
"2005","APR",""
"2005","MAY","0.00"
"2005","JUN","0.01"
"2005","JUL","0.15"
"2005","AUG","0.14"
"2005","SEP","0.00"
"2005","OCT","0.02"
"2005","NOV","1.08"
"2005","DEC","8.39"
"2005","JAN","1.87"
"2005","FEB","0.12"
"2005","MAR","4.53"
"2005","APR","1.76"
"2005","MAY","1.97"
"2005","JUN","0.21"
"2005","JUL","0.07"
"2005","AUG","0.13"
"2005","SEP","0.08"
"2005","OCT","0.00"
"2005","NOV","0.97"
"2005","DEC","6.27"
"2005","JAN","1.47"
"2005","FEB","0.07"
"2005","MAR","3.96"
"2005","APR","1.73"
"2005","MAY","1.14"
"2005","JUN","0.54"
"2005","JUL","0.09"
"2005","AUG","0.21"
"2005","SEP","0.14"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB","0.00"
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL","1.21"
"2005","AUG","0.11"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV","0.57"
"2005","DEC",""
"2005","JAN","0.03"
"2005","FEB","0.01"
"2005","MAR","0.43"
"2005","APR","0.28"
"2005","MAY",""
"2005","JUN",""
"2005","JUL","0.30"
"2005","AUG","0.87"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.70"
"2005","DEC","0.39"
"2005","JAN","0.01"
"2005","FEB","0.00"
"2005","MAR","0.23"
"2005","APR",""
"2005","MAY","0.03"
"2005","JUN","0.38"
"2005","JUL","0.09"
"2005","AUG","0.72"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.80"
"2005","DEC","1.97"
"2005","JAN","0.09"
"2005","FEB","0.05"
"2005","MAR","1.38"
"2005","APR","1.59"
"2005","MAY","0.04"
"2005","JUN","0.02"
"2005","JUL","0.01"
"2005","AUG","0.05"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.91"
"2005","DEC","0.19"
"2005","JAN","0.06"
"2005","FEB","0.14"
"2005","MAR","0.41"
"2005","APR","0.66"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.18"
"2005","DEC","0.45"
"2005","JAN","0.12"
"2005","FEB","0.06"
"2005","MAR","0.58"
"2005","APR","0.42"
"2005","MAY","0.06"
"2005","JUN","0.10"
"2005","JUL","0.01"
"2005","AUG","0.08"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.54"
"2005","DEC","3.80"
"2005","JAN","0.80"
"2005","FEB","0.08"
"2005","MAR","3.17"
"2005","APR","2.88"
"2005","MAY","0.48"
"2005","JUN","0.16"
"2005","JUL","0.22"
"2005","AUG","0.46"
"2005","SEP","0.13"
"2005","OCT","0.00"
"2005","NOV","2.20"
"2005","DEC","4.21"
"2005","JAN","0.38"
"2005","FEB","0.06"
"2005","MAR","3.90"
"2005","APR","4.09"
"2005","MAY","0.03"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.01"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.20"
"2005","DEC","3.68"
"2005","JAN","0.24"
"2005","FEB","0.12"
"2005","MAR","3.34"
"2005","APR","2.76"
"2005","MAY","0.56"
"2005","JUN","0.08"
"2005","JUL","0.13"
"2005","AUG","0.24"
"2005","SEP","0.07"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC","1.57"
"2005","JAN","0.28"
"2005","FEB","0.46"
"2005","MAR","1.55"
"2005","APR","2.65"
"2005","MAY","0.00"
"2005","JUN","0.03"
"2005","JUL","0.00"
"2005","AUG","0.24"
"2005","SEP","0.01"
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC","1.50"
"2005","JAN","0.24"
"2005","FEB","0.21"
"2005","MAR","0.74"
"2005","APR","1.55"
"2005","MAY","0.00"
"2005","JUN","0.04"
"2005","JUL","0.01"
"2005","AUG","0.26"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.15"
"2005","DEC","0.29"
"2005","JAN","0.00"
"2005","FEB","0.18"
"2005","MAR","1.20"
"2005","APR","0.18"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.36"
"2005","DEC","2.66"
"2005","JAN","0.20"
"2005","FEB","0.17"
"2005","MAR","2.49"
"2005","APR","4.36"
"2005","MAY","0.20"
"2005","JUN","0.20"
"2005","JUL","0.01"
"2005","AUG","0.24"
"2005","SEP","0.01"
"2005","OCT","0.00"
"2005","NOV","0.87"
"2005","DEC","2.01"
"2005","JAN","0.48"
"2005","FEB","0.00"
"2005","MAR","1.52"
"2005","APR","2.12"
"2005","MAY","0.32"
"2005","JUN","0.35"
"2005","JUL","0.32"
"2005","AUG","0.75"
"2005","SEP","0.04"
"2005","OCT",""
"2005","NOV",""
"2005","DEC","7.54"
"2005","JAN","0.53"
"2005","FEB","0.44"
"2005","MAR","7.72"
"2005","APR","7.04"
"2005","MAY","0.19"
"2005","JUN","0.06"
"2005","JUL","0.00"
"2005","AUG","0.02"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG",""
"2005","SEP",""
"2005","OCT",""
"2005","NOV",""
"2005","DEC","0.80"
"2005","JAN","0.01"
"2005","FEB","0.01"
"2005","MAR","2.24"
"2005","APR","0.30"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","1.10"
"2005","DEC","2.62"
"2005","JAN","0.04"
"2005","FEB","0.04"
"2005","MAR","2.79"
"2005","APR","2.03"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.07"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.79"
"2005","DEC","1.38"
"2005","JAN","0.04"
"2005","FEB","0.00"
"2005","MAR","2.49"
"2005","APR","1.09"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.00"
"2005","NOV","0.00"
"2005","DEC","0.00"
"2005","JAN",""
"2005","FEB","0.00"
"2005","MAR","0.00"
"2005","APR","0.00"
"2005","MAY","0.00"
"2005","JUN","0.00"
"2005","JUL",""
"2005","AUG","0.00"
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC","3.40"
"2005","JAN","0.64"
"2005","FEB","0.20"
"2005","MAR","2.47"
"2005","APR","2.88"
"2005","MAY","0.16"
"2005","JUN","0.10"
"2005","JUL","0.00"
"2005","AUG","0.10"
"2005","SEP","0.00"
"2005","OCT",""
"2005","NOV",""
"2005","DEC","1.19"
"2005","JAN","0.08"
"2005","FEB","0.07"
"2005","MAR","1.45"
"2005","APR","0.80"
"2005","MAY","0.04"
"2005","JUN","0.01"
"2005","JUL","0.01"
"2005","AUG","0.15"
"2005","SEP","0.00"
"2005","OCT","0.03"
"2005","NOV","0.38"
"2005","DEC","1.14"
"2005","JAN","0.33"
"2005","FEB","0.07"
"2005","MAR","0.76"
"2005","APR","0.32"
"2005","MAY","1.16"
"2005","JUN","0.48"
"2005","JUL","0.06"
"2005","AUG","0.00"
"2005","SEP","0.33"
"2005","OCT","0.05"
"2005","NOV","0.37"
"2005","DEC","1.59"
"2005","JAN","0.68"
"2005","FEB","0.15"
"2005","MAR","0.85"
"2005","APR","0.51"
"2005","MAY","1.78"
"2005","JUN","0.20"
"2005","JUL","0.00"
"2005","AUG","0.22"
"2005","SEP","0.07"
"2005","OCT","0.13"
"2005","NOV","0.22"
"2005","DEC","1.93"
"2005","JAN","1.17"
"2005","FEB","0.37"
"2005","MAR","0.93"
"2005","APR","0.22"
"2005","MAY","0.65"
"2005","JUN","0.45"
"2005","JUL","0.00"
"2005","AUG","0.08"
"2005","SEP","0.19"
"2005","OCT","0.01"
"2005","NOV","0.40"
"2005","DEC","1.64"
"2005","JAN","1.06"
"2005","FEB","0.21"
"2005","MAR","0.71"
"2005","APR","0.14"
"2005","MAY","1.75"
"2005","JUN","0.72"
"2005","JUL","0.15"
"2005","AUG","0.04"
"2005","SEP","0.20"
"2005","OCT","0.12"
"2005","NOV","0.27"
"2005","DEC","1.39"
"2005","JAN","0.64"
"2005","FEB","0.15"
"2005","MAR","0.58"
"2005","APR","0.34"
"2005","MAY","0.78"
"2005","JUN","0.78"
"2005","JUL",""
"2005","AUG",""
"2005","SEP","0.10"
"2005","OCT",""
"2005","NOV",""
"2005","DEC","1.05"
"2005","JAN","0.10"
"2005","FEB","0.14"
"2005","MAR",""
"2005","APR","0.04"
"2005","MAY","0.78"
"2005","JUN","0.37"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.12"
"2005","OCT","0.00"
"2005","NOV","0.55"
"2005","DEC","0.95"
"2005","JAN","0.23"
"2005","FEB","0.00"
"2005","MAR","0.30"
"2005","APR","0.29"
"2005","MAY","0.18"
"2005","JUN","0.01"
"2005","JUL","0.40"
"2005","AUG","0.14"
"2005","SEP","0.10"
"2005","OCT","0.06"
"2005","NOV","0.29"
"2005","DEC","1.16"
"2005","JAN","0.10"
"2005","FEB","0.00"
"2005","MAR","0.53"
"2005","APR","0.23"
"2005","MAY","0.57"
"2005","JUN","0.95"
"2005","JUL","0.06"
"2005","AUG","0.14"
"2005","SEP","0.08"
"2005","OCT","0.09"
"2005","NOV","0.33"
"2005","DEC","1.09"
"2005","JAN","0.60"
"2005","FEB","0.21"
"2005","MAR","0.86"
"2005","APR","0.04"
"2005","MAY","0.50"
"2005","JUN","0.09"
"2005","JUL","0.00"
"2005","AUG","0.03"
"2005","SEP","0.07"
"2005","OCT","0.11"
"2005","NOV","0.40"
"2005","DEC","1.22"
"2005","JAN","0.81"
"2005","FEB","0.22"
"2005","MAR","0.67"
"2005","APR","0.24"
"2005","MAY","1.17"
"2005","JUN","0.82"
"2005","JUL","0.19"
"2005","AUG","0.23"
"2005","SEP","0.19"
"2005","OCT",""
"2005","NOV","0.06"
"2005","DEC","0.89"
"2005","JAN",""
"2005","FEB","0.03"
"2005","MAR",""
"2005","APR",""
"2005","MAY","0.14"
"2005","JUN","1.01"
"2005","JUL","0.12"
"2005","AUG","0.10"
"2005","SEP","0.00"
"2005","OCT","0.15"
"2005","NOV",""
"2005","DEC","1.85"
"2005","JAN",""
"2005","FEB",""
"2005","MAR","0.58"
"2005","APR","0.00"
"2005","MAY","0.46"
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV",""
"2005","DEC","1.89"
"2005","JAN","0.96"
"2005","FEB","0.25"
"2005","MAR","0.79"
"2005","APR","0.01"
"2005","MAY","0.47"
"2005","JUN","1.12"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP","0.00"
"2005","OCT","0.20"
"2005","NOV","0.49"
"2005","DEC","1.70"
"2005","JAN","0.90"
"2005","FEB","0.08"
"2005","MAR","0.31"
"2005","APR",""
"2005","MAY","0.89"
"2005","JUN","1.05"
"2005","JUL","0.01"
"2005","AUG","0.02"
"2005","SEP","0.00"
"2005","OCT","0.12"
"2005","NOV","0.15"
"2005","DEC","1.68"
"2005","JAN","1.06"
"2005","FEB","0.03"
"2005","MAR","0.72"
"2005","APR","0.40"
"2005","MAY","0.94"
"2005","JUN",""
"2005","JUL","0.02"
"2005","AUG","0.44"
"2005","SEP","0.13"
"2005","OCT","0.02"
"2005","NOV","1.13"
"2005","DEC","1.56"
"2005","JAN","2.69"
"2005","FEB","0.53"
"2005","MAR","0.27"
"2005","APR","1.22"
"2005","MAY","2.05"
"2005","JUN","0.90"
"2005","JUL","0.09"
"2005","AUG","0.37"
"2005","SEP","0.37"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT","0.00"
"2005","NOV","0.44"
"2005","DEC","0.44"
"2005","JAN","0.00"
"2005","FEB","0.38"
"2005","MAR","0.41"
"2005","APR","0.78"
"2005","MAY","0.09"
"2005","JUN","0.05"
"2005","JUL","0.00"
"2005","AUG","0.00"
"2005","SEP",""
"2005","OCT","0.01"
"2005","NOV","0.61"
"2005","DEC","0.61"
"2005","JAN","0.30"
"2005","FEB","0.01"
"2005","MAR","0.66"
"2005","APR","0.54"
"2005","MAY","0.15"
"2005","JUN","0.50"
"2005","JUL","0.00"
"2005","AUG","0.03"
"2005","SEP","0.50"
"2005","OCT","0.00"
"2005","NOV","1.09"
"2005","DEC","0.58"
"2005","JAN","0.42"
"2005","FEB","0.14"
"2005","MAR","1.67"
"2005","APR","1.28"
"2005","MAY","0.14"
"2005","JUN","0.23"
"2005","JUL","0.10"
"2005","AUG","0.05"
"2005","SEP","0.04"
"2005","OCT","0.02"
"2005","NOV","0.60"
"2005","DEC","0.78"
"2005","JAN","0.17"
"2005","FEB","0.23"
"2005","MAR","1.45"
"2005","APR","0.48"
"2005","MAY","0.28"
"2005","JUN",""
"2005","JUL","0.11"
"2005","AUG","0.00"
"2005","SEP","0.05"
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN","0.22"
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
"2005","AUG",""
"2005","SEP",""
"2005","OCT",""
"2005","NOV",""
"2005","DEC",""
"2005","JAN",""
"2005","FEB",""
"2005","MAR",""
"2005","APR",""
"2005","MAY",""
"2005","JUN",""
"2005","JUL",""
