Year,ID,Location,Station,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP
2004,BDEC1,BODIE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.05,0.69,2.51,0.43,1.41,0.33,0.37,0.5,0.2,0.19,0.5,0.07
2004,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.04,0.72,5.65,1.13,4.4,0.64,0.07,0.64,0.34,0,0,0.21
2004,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,1.14,3.1,0.7,2.14,0.12,0.32,0.26,0.31,0,0.56,0
2004,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.1,0.5,1.88,0.54,1.11,0.5,0,0.11,0.25,0,0.15,0
2004,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.98,5.34,1.57,3.34,0.61,0,0.33,0,0.02,0,0
2004,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.01,1.66,12.33,3.64,7.59,1.11,0.41,1.5,,0,0,0.17
2004,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.62,0.56,0.02,0.65,0.45,0.09,0.26,0.62,0.08,0.07,0
2004,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.13,0.95,5.39,1.53,4.3,0.36,0,0.74,0.06,0.01,0.7,0.05
2004,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.32,0.57,0.36,0.1,0.58,0.42,0.45,0.11,0,0.69,0.5,0
2004,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.46,0.21,0.19,0.54,0.57,0,0.13,0.19,0.23,0.27,
2004,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.03,1.02,1.18,0.5,1.58,0.22,0.03,0.21,0.15,0,0.65,0.18
2004,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.02,2.32,5.67,1.12,4.99,0.67,0.12,0.72,0.03,0.02,0.94,0.01
2004,Q67,TAHOE CITY USCG,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,2.1,6.14,,3.98,,,0.24,,,0,0.05
2004,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.03,0.12,1.22,0.96,1.56,1.26,0,0.32,0.2,0,0.28,0.01
2004,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.56,0.73,8.12,2.74,6.37,0.98,0.41,,0,0.1,0,0.21
2004,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.13,0.78,0.38,0.66,0.88,0.36,0.15,0.26,0.25,0.51,0.43,0
2004,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.26,1.26,0.59,1.05,0.79,0,0.58,0.27,0,0.07,0
2004,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,2.4,9.77,2.06,7.25,0.94,0.62,0.77,0.27,0,0,0.05
2004,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.2,1.27,7.2,2.91,5.46,0.63,0.7,0.27,0.31,0.01,0.3,0.22
2004,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.02,0.21,0.93,0.18,0.47,0,0,0.2,0,0,0,0
2004,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.23,0.5,2.31,1.2,1.59,0.45,0.21,0,0.04,0,0.41,0
2004,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.02,0.7,0.22,0.1,0.77,0.42,0.19,0.29,0.06,0.21,0.23,0
2004,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.65,0.22,0.04,0.71,0.4,0.07,0.13,0.05,0,0.15,0
2004,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,0,1.37,0.32,0.34,2.37,0.83,0.24,0,0,0,0.61,0.27
2004,BEAN2,BEATTY 8N,MOJAVE...MONO LAKE...SALTON SEA,0.02,1.19,0.42,0.31,2.03,0.11,0.55,0,0,0,0.67,
2004,BIH,BISHOP AP,MOJAVE...MONO LAKE...SALTON SEA,0,0.79,0.74,0.07,2.33,0.22,0.02,0.1,0.08,0,0.05,0
2004,DEVC1,DEATH VALLEY,MOJAVE...MONO LAKE...SALTON SEA,0,0.67,0.24,0,0.85,,,1.56,0.16,,0.33,0.53
2004,ELLC1,ELLERY LAKE,MOJAVE...MONO LAKE...SALTON SEA,0,1.73,0.47,1.66,3.28,0.98,,0.76,0.22,,1.4,
2004,FMTC1,FAIRMONT,MOJAVE...MONO LAKE...SALTON SEA,0.02,1.2,1.81,0.19,6.16,0.65,0.07,0,0,0,0,0
2004,GEMC1,GEM LAKE,MOJAVE...MONO LAKE...SALTON SEA,0,,0.69,1.23,,,0.8,1.41,0.79,,,
2004,HEEC1,HAIWEE,MOJAVE...MONO LAKE...SALTON SEA,0,0.89,0.18,0.05,2.79,0.23,0.14,0,0,0,0.34,0
2004,INDC1,INDEPENDENCE,MOJAVE...MONO LAKE...SALTON SEA,0,0.32,0.44,0.35,1.4,0.21,0.13,0.01,0.01,0.05,0.11,0
2004,INYC1,INYOKERN-KERN CO. FD,MOJAVE...MONO LAKE...SALTON SEA,0,0.37,0.64,0,,,0,0,0,0,0,0
2004,IPL,IMPERIAL,MOJAVE...MONO LAKE...SALTON SEA,0.02,0.07,0.02,0.09,1.27,0.26,0.43,0,0,0,0,0
2004,LASC1,LAKE SABRINA,MOJAVE...MONO LAKE...SALTON SEA,0.23,2.1,0.59,1.41,3.15,1.48,0.7,0.43,0.39,,,0
2004,LEVC1,LEE VINING,MOJAVE...MONO LAKE...SALTON SEA,0,1,2.07,2.22,3.41,0.33,0,0.53,0.4,0.54,0.99,0.04
2004,LKAC1,LAKE ARROWHEAD F.S.,MOJAVE...MONO LAKE...SALTON SEA,1,2.21,6.77,0.85,7.79,0.21,0.7,0,0,0,0.07,0.21
2004,MOJC1,MOJAVE,MOJAVE...MONO LAKE...SALTON SEA,0,,0.75,0.03,1.08,0.46,0.09,0,0,0,0,0
2004,NID,CHINA LAKE ARMITAGE,MOJAVE...MONO LAKE...SALTON SEA,0.06,0.47,0.48,0.03,1.9,0.08,0.2,0,0,,0,0
2004,NLDC1,NILAND,MOJAVE...MONO LAKE...SALTON SEA,0,0.11,0.01,0.05,1.27,0.08,1.01,0,0,0.02,0.13,0
2004,PMDC1,PALMDALE,MOJAVE...MONO LAKE...SALTON SEA,0,0.55,0.96,0.02,3.24,0.25,0.06,0,0,0,0,0
2004,PSP,PALM SPRINGS,MOJAVE...MONO LAKE...SALTON SEA,0,1.15,0.4,0.11,1.73,0.14,0.1,0,0,0,0,0.08
2004,RANC1,KERN COUNTY FD,MOJAVE...MONO LAKE...SALTON SEA,0,0.89,0.89,0,3.05,0.54,0.53,0,0,0,0,0
2004,SOUC1,SOUTH LAKE,MOJAVE...MONO LAKE...SALTON SEA,0.31,2.55,0.73,1.46,2.74,,,0,0,,,
2004,TYEC1,TWENTYNINE PALMS,MOJAVE...MONO LAKE...SALTON SEA,0,1.02,0.29,0.14,0.92,0.76,0.42,0,0,,,
2004,B23,BATTLE MOUNTAIN,HUMBOLDT,0.56,1.43,1.91,0.36,2.14,0.04,0.82,0.68,0.24,0.35,0.87,0.94
2004,BOWN2,BEOWAWE,HUMBOLDT,0.17,1.23,1.8,0.69,0.97,0.16,1.43,0.47,0.08,0.6,2.19,1.74
2004,DTHN2,DEETH,HUMBOLDT,0.47,1.14,1.6,0.79,1.57,0.43,2.9,1.5,0.07,0.39,1.96,1.2
2004,EKO,ELKO,HUMBOLDT,0.05,0.72,1.97,0.69,0.91,0.3,1.45,0.96,0.28,0.3,1.2,1.32
2004,GIBN2,GIBBS RANCH,HUMBOLDT,0.03,0.92,1.33,0.71,1.46,0.08,1.21,1.02,0.04,2.14,0.53,0.87
2004,GOLN2,GOLCONDA,HUMBOLDT,0,0.54,1.56,0.2,0.73,0,0.19,0.23,0,0,0.1,0.15
2004,IMLN2,IMLAY,HUMBOLDT,0,0.57,2.22,0.96,1.27,0.23,0.13,0.2,0.33,0.11,0.65,0.4
2004,JIGN2,JIGGS 8SSE,HUMBOLDT,0,1,2.33,0.52,1.81,0.98,2.35,1.04,0.26,0.34,1.12,1.47
2004,LAMN2,LAMOILLE YOST,HUMBOLDT,0.14,0.74,2.11,0.28,1.57,0.42,2.25,1.58,0.44,0.63,1.1,0.88
2004,LOVN2,LOVELOCK,HUMBOLDT,0.04,0.32,1.44,0.27,0.68,0.31,0.02,0.32,0.6,0.11,0.64,0.04
2004,PIVN2,PINE VALLEY,HUMBOLDT,0.08,0.29,1.82,0.5,0.71,0,0.97,0.88,0.15,,1.56,
2004,PRDN2,PARADISE VALLEY,HUMBOLDT,0,0.71,2.57,1.54,1.68,0.18,0.46,0.69,0.25,0.4,0.87,0.24
2004,RRRN2,""REESE RIVER O'TOOLE"",HUMBOLDT,0.05,0.16,1.08,0.23,0.45,0.02,1.05,0.33,0.44,0.61,0.53,0.57
2004,RYPN2,RYE PATCH DAM,HUMBOLDT,0,0.86,1.9,0.64,1.01,0.26,0.07,0.36,0.65,0.18,0.85,0.1
2004,SFKN2,SOUTH FORK SP,HUMBOLDT,0,0.48,1.6,0.26,0.82,0.07,0.82,0.59,,,,
2004,U31,AUSTIN,HUMBOLDT,,0.64,,1.1,,,1.23,0.57,1.95,1.65,0.3,
2004,WELN2,WELLS,HUMBOLDT,0.07,0.38,1.59,0.85,0.46,0,2.1,1.82,,1.78,0.53,
2004,WMC,WINNEMUCCA,HUMBOLDT,0,0.47,1.79,0.52,1.05,0.03,0.29,0.74,0.23,0.12,0.12,0.2
2004,DUFN2,DUFURRENA (SHELDON),BLACK ROCK DESERT,0.08,0.69,0.58,0.26,0.21,0.28,0.22,1.11,0.7,0,0.52,0.3
2004,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,0,1.31,2.26,0.76,0.78,0.32,0.2,1.13,0.42,0.06,,0.27
2004,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,0,1.27,1.89,1.13,1.48,0.56,0.13,0.39,0.4,0.25,0.2,0.25
2004,MCDN2,MCDERMITT,BLACK ROCK DESERT,0,0.85,0.72,0.49,1.01,0.02,0.33,0.87,0.37,0.27,0.61,0.42
2004,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,0,1.47,2.42,1.02,1.42,0.08,0.59,0.87,0.23,0.26,0.58,
2004,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,0.2,0.57,2.21,1.32,1.43,0.19,1.65,1.43,0.61,0.9,1.06,
2004,BDRN2,BOULDER CITY,CENTRAL NEVADA DESERT,0,0.59,0.47,0.11,1.12,0.15,0.52,0,0.01,0.2,,
2004,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,0,0.72,0.81,0.33,0.76,0,0.97,,0.12,0.28,0.41,0
2004,CLVN2,CLOVER VALLEY,CENTRAL NEVADA DESERT,0.12,1.39,2.15,1.36,0.32,0.79,1.59,1.1,,1.08,0.53,0.84
2004,DNDN2,DIAMOND VALLEY,CENTRAL NEVADA DESERT,0,0.15,,0,,0.14,0.98,,,0.93,0.84,0.89
2004,DYRN2,DYER,CENTRAL NEVADA DESERT,0,0.73,0.25,0.01,0.84,0.19,0.4,0.57,0.24,0.22,0.04,0
2004,EKAN2,EUREKA,CENTRAL NEVADA DESERT,0,0.59,1.96,0.14,1.82,0.28,1.82,0.29,0.07,1.37,0.91,1.02
2004,ELY,ELY,CENTRAL NEVADA DESERT,0.05,0.41,0.65,0.21,0.83,0.28,0.31,0.19,0.77,0.72,1.01,0.38
2004,GDFN2,GOLDFIELD,CENTRAL NEVADA DESERT,0.19,0.26,0.89,0,1.75,0.4,0.76,0.01,0.27,,1.25,0
2004,LAGN2,LAGES,CENTRAL NEVADA DESERT,0.38,0.69,1.45,0.02,0.7,0.4,1.65,0.2,0.04,0.45,1.03,
2004,MCGN2,MCGILL,CENTRAL NEVADA DESERT,0.05,0.91,1.61,0.09,0.88,0.13,1.3,0.48,0.39,0.73,0.77,0.48
2004,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,0.04,0.7,0.66,0.23,0.8,0.01,0.39,,,,,
2004,MNAN2,MINA,CENTRAL NEVADA DESERT,0,0.27,0.54,0.03,1.04,0.09,0.71,0.09,0,0.58,0.46,0.07
2004,OASN2,OASIS,CENTRAL NEVADA DESERT,0.16,0.38,1,0.26,0.65,0.25,1.82,0.69,0.09,1.23,1.48,0.35
2004,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,0,0.72,1.29,0,2.25,0.52,0.06,0,0,0.08,0.2,0.36
2004,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,0.2,1.13,2.46,0.67,1.05,0.57,1.77,1.23,0.46,1.01,1.56,1.05
2004,RTHN2,RUTH,CENTRAL NEVADA DESERT,,,,0.22,,1,0.5,0.7,1.11,0.25,1.36,0.85
2004,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,0.12,0.84,0.55,0.02,0.79,0,0.46,0.19,0.08,0.72,0.25,0.14
2004,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,0.02,0.7,0.08,0,0.43,0,0.47,0.08,0.07,,1.48,
2004,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,0.03,0.84,1.41,0.19,1.16,0.14,0.82,0.25,1.24,0.74,0.99,1.09
2004,TPH,TONOPAH,CENTRAL NEVADA DESERT,0.12,0.81,0.18,0.02,0.55,0.26,0.41,0.07,0,0.12,0.69,0.01
2004,TWSN2,TWIN SPRING - FALLINI,CENTRAL NEVADA DESERT,0,0.64,0.19,0.02,0.55,0,0.94,0.03,0.16,0.54,0.95,0.03
2004,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,0.1,1.68,2.53,1.95,1.12,0.42,1.3,1.55,0.06,1.35,1.51,1
2004,JPTN2,JACKPOT,SNAKE AND COLUMBIA,0.37,1.23,0.63,0.3,0.75,0.2,0.91,2.89,0.27,0.39,0.6,0.79
2004,MCDO3,MCDERMITT,SNAKE AND COLUMBIA,0.03,0.68,0.96,,0.6,0.09,0.59,1.76,1,,,0.52
2004,MTNN2,MOUNTAIN CITY,SNAKE AND COLUMBIA,0.16,0.48,1.35,1.14,0.98,0.11,1.84,1,0.59,0.41,1.75,0.91
2004,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,1.11,3.69,5.95,6.48,4.6,1.78,1.51,2.87,1.03,0.58,1.33,0.74
2004,SILI1,SILVER CITY,SNAKE AND COLUMBIA,0.18,2.4,6.51,5.18,3.39,,,5.11,1.38,0.36,,
2004,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,0.16,1.56,2.95,1.25,1.48,0.42,1.42,1.59,0.34,0.34,1.18,0.66
2004,BLH,BLYTHE,LOWER COLORADO,0,0.35,0,0.02,0.58,0.81,0.06,0,0,0,0.02,0.12
2004,BULA3,BULLHEAD CITY,LOWER COLORADO,0,0.1,0,0,0.79,0,0,0,0,0,,0
2004,CALN2,CALIENTE,LOWER COLORADO,0.32,1.08,1.22,0.31,1.6,0.13,1.38,0.05,0.29,,1.43,1.12
2004,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,0,0.75,0.84,0.28,1.41,0.23,0.76,0,0,0.11,0.14,0.15
2004,EED,NEEDLES,LOWER COLORADO,0,0.37,0.06,0,2.58,0.06,1.35,0,0,,,
2004,EGNN2,ELGIN,LOWER COLORADO,0.26,0.94,2.07,0.1,3.84,0.55,2.1,0.47,0.07,0.23,0.69,0.35
2004,GUNU1,GUNLOCK PH,LOWER COLORADO,0,0.94,2.4,0.21,3.55,0.21,1.46,0,0,0.64,0.4,0.82
2004,HIKN2,HIKO,LOWER COLORADO,0,0.93,1.33,0.05,2.01,0.2,1.56,0.01,0.01,0.78,0.48,0.53
2004,LAUN2,LAUGHLIN,LOWER COLORADO,0,0.38,0.08,0.01,1.64,0.1,0.85,,0,0,,0
2004,LAVU1,LA VERKIN,LOWER COLORADO,0.06,0.61,1.25,0.23,3.69,0.11,1.5,0.39,0.17,0.02,1.16,0.19
2004,LHCA3,LAKE HAVASU CITY,LOWER COLORADO,0,0.24,0.41,0.02,0.84,0.12,0.8,0,0,,0.79,0.11
2004,LUNN2,LUND,LOWER COLORADO,0,0.78,0.96,0.01,0.85,0.08,1.45,0.15,1.44,1.08,1.15,0.14
2004,PION2,PIOCHE,LOWER COLORADO,0.52,1.7,1.01,0.2,3.32,0.13,1.07,0.1,0.39,0.88,1.79,0.51
2004,PWMN2,PAHRANAGAT WILDLIFE REF,LOWER COLORADO,0,0.82,0.27,0,2.15,0.22,1.14,0,0,0.1,0.68,
2004,SGUU1,ST. GEORGE,LOWER COLORADO,0,0.18,0.85,0.25,3.02,0.15,1.3,0,0,0,0.3,0.23
2004,SPVN2,SPRING VALLEY STATE PA,LOWER COLORADO,0.09,0.94,2.37,0.26,1.86,0,1.2,,,0.51,0.84,0.75
2004,SRCN2,SEARCHLIGHT,LOWER COLORADO,0,0.72,1.02,0.14,2.66,0.51,1.92,0.33,0,0,0.19,0.28
2004,SUNN2,SUNNYSIDE,LOWER COLORADO,0.3,0.44,0.94,0.51,1.43,0.02,1.5,0.08,0.47,0.15,0.58,0.2
2004,VEF,LAS VEGAS,LOWER COLORADO,0,0.67,1.04,0.02,1.51,0.25,0.94,0,0.02,0.02,0.89,0.44
2004,VEYU1,VEYO POWER HOUSE,LOWER COLORADO,0,1.04,2.38,0.81,3.42,0.11,1.3,0,0,0.14,0.83,0.87
2004,VOFN2,VALLEY FO FIRE SP,LOWER COLORADO,0,0.57,0.54,0.23,2.52,0.27,0.76,0,0.09,0,0.04,0.01
2004,WUPA3,WIKIEUP,LOWER COLORADO,0,,0.2,0,2.23,0.12,,,0,,1.29,0.04
2004,YUCA3,YUCCA 1 NNE,LOWER COLORADO,0,0.44,0.45,0.23,1.21,0.17,1.47,0,0,,0.44,0.71
2004,YUM,YUMA,LOWER COLORADO,0,0.42,0,0.38,0.15,0.39,0.24,0,0,0,0,0
2004,ENV,WENDOVER,GREAT SALT LAKE,0.06,0.1,,,0.33,0.01,0.68,0.37,0.02,0.09,0.25,0.36
2004,LENN2,GREAT BASIN N P,GREAT SALT LAKE,0.47,1.51,1.93,1.93,1.89,0.18,1.45,0.27,1.25,1.3,1.09,0.74
2004,MNTN2,MONTELLO,GREAT SALT LAKE,0.47,0.37,0.87,0.32,0.73,0.01,0.96,1.34,0.1,1.17,1.73,0.21
2004,CDEU1,CEDAR CITY 5E,ESCALANTE DESERT,0.03,1.08,1.41,0.52,2.09,0.05,1.12,0.92,0.37,1.88,1.43,1.5
2004,EMRU1,ENTERPRISE,ESCALANTE DESERT,0,1.17,2.08,0.52,1.87,0.14,1,0.76,0.08,2.04,0.68,0.47
2004,MLFU1,MILFORD,ESCALANTE DESERT,0,0.63,1.27,0.48,2.18,0.08,1.92,0.83,0.32,1.04,0.51,0.1
2004,MODU1,MODENA,ESCALANTE DESERT,0,0.2,0.5,0,,0,,,,,,
2005,4BK,BROOKINGS,SOUTHERN OREGON COASTAL,9.86,4.43,12.55,6.85,4.78,9.75,9.72,7.33,5.53,0.53,0,0.14
2005,ASHO3,ASHLAND,SOUTHERN OREGON COASTAL,3.17,1.92,3.32,0.91,0.5,1.38,2.08,3.85,0.52,0.05,0,0.56
2005,COPO3,COPPER 4NE,SOUTHERN OREGON COASTAL,4.15,1.66,5.97,2.63,0.35,3.17,3.59,,,,,
2005,CVJO3,CAVE JUNCTION,SOUTHERN OREGON COASTAL,6.8,1.79,13.03,5.46,1.68,10.17,7.33,5.04,1.67,0.61,0,0
2005,GOLO3,GOLD BEACH,SOUTHERN OREGON COASTAL,6.29,4.92,11.11,3.9,5.03,9.43,8.35,5.65,3.94,0.48,0,0.61
2005,GPSO3,GRANTS PASS KAJO,SOUTHERN OREGON COASTAL,3.57,2.01,5.91,2.83,0.74,4.45,3.35,3.51,0.72,0.16,0,0.5
2005,GSPO3,GREEN SPRINGS PP,SOUTHERN OREGON COASTAL,3.41,1.28,4.15,1.28,0.83,1.68,3.19,2.59,0.5,0,0,0.81
2005,LEMO3,LEMOLO LAKE,SOUTHERN OREGON COASTAL,5.83,1.47,13.22,3.37,1.61,6.73,6.4,7.45,2.35,0.44,0,1.6
2005,MFR,MEDFORD,SOUTHERN OREGON COASTAL,2.9,1.7,4.13,1.6,0.3,1.77,2.16,2.97,0.68,0.07,0,0.44
2005,OTH,NORTH BEND,SOUTHERN OREGON COASTAL,7.59,4.04,9.06,7.64,2.69,6.65,5.94,6.1,3.08,0.8,0,1.89
2005,PRSO3,PROSPECT 2SW,SOUTHERN OREGON COASTAL,5.05,1.72,8.03,3.5,1.04,4.67,4.74,6.25,1.35,0.28,0,1.52
2005,RIDO3,RIDDLE,SOUTHERN OREGON COASTAL,3.36,1.89,5.08,1.48,1.4,3.26,3.19,5.8,0.87,0.18,0,0.26
2005,ROGO3,ROSEBURG,SOUTHERN OREGON COASTAL,2.64,1.45,6.2,1.85,1.1,4.45,2.92,6.3,0.79,0.11,0,0.75
2005,SXT,SEXTON SUMMIT,SOUTHERN OREGON COASTAL,3.46,0.79,6.88,4.75,1.25,4.93,6.44,6.74,1.07,0.12,0,0.37
2005,TKFO3,TOKETEE FALLS,SOUTHERN OREGON COASTAL,5.95,2.49,10.39,2.08,1.27,5.9,4.86,7.86,2.55,0.26,0,1.32
2005,WINO3,WINCHESTER DAM,SOUTHERN OREGON COASTAL,3.63,1.79,5.94,1.86,1.71,4.45,3.31,6.64,1.17,0.17,0.01,0.47
2005,WLMO3,WILLIAMS,SOUTHERN OREGON COASTAL,3.44,1.86,7.24,3.3,0.43,3.71,4,2.86,0.53,0.09,0,0.29
2005,DNON2,DENIO,OREGON CLOSED BASINS,1.81,0.71,0.51,0.79,0.76,0.69,0.95,3.35,0.66,0,0,
2005,HMRO3,HART MOUNTAIN REF,OREGON CLOSED BASINS,1.84,1.3,0.46,0.61,0.55,0.78,1.88,6.57,0.54,0,0,0.25
2005,PASO3,PAISLEY,OREGON CLOSED BASINS,2.07,0.74,1.92,0.76,0.29,0.29,2,2.58,1.09,0.13,0.1,0.68
2005,SMMO3,SUMMER LAKE,OREGON CLOSED BASINS,1.63,0.42,3.22,0.96,0.21,0.17,1.73,3.67,1.29,0.05,0.06,0.53
2005,SVLO3,SILVER LAKE,OREGON CLOSED BASINS,1.44,0.44,2.96,0.8,0.18,0.61,1.43,3.09,0.38,0.25,0.01,
2005,CEC,CRESCENT CITY ASOS,NORTHERN CALIFORNIA COASTAL,7.58,2.58,12.45,5.19,2.35,8.46,8.92,6.35,3.4,0.11,0.06,0.46
2005,CECC1,CRESCENT CITY 3NNW,NORTHERN CALIFORNIA COASTAL,7.86,2.8,13.83,6.93,2.69,9.64,9.9,7.33,3.84,0.13,0.11,0.43
2005,CVLC1,COVELO,NORTHERN CALIFORNIA COASTAL,3.96,1.38,10.13,6.27,3.93,7.36,3.67,5.67,1.93,0,0,0.01
2005,EKA,EUREKA,NORTHERN CALIFORNIA COASTAL,5.71,1.87,9.43,5.91,2.42,6.24,4.7,3.9,3.08,0.05,0.07,0.08
2005,FORC1,FORT ROSS,NORTHERN CALIFORNIA COASTAL,3.62,1.86,8.5,5.19,4.55,5.46,2.82,5.84,,0,,0
2005,FRBC1,FT BRAGG 5N,NORTHERN CALIFORNIA COASTAL,,1.64,9.3,5.57,6.34,6.79,3.73,4.21,3.5,0.11,0.03,0.13
2005,GASC1,GASQUET RS,NORTHERN CALIFORNIA COASTAL,9.16,2.79,17.63,10.29,2.39,13.26,10.87,8.37,4.56,0.09,0,0.59
2005,GCSC1,GRIZZLY CREEK SP,NORTHERN CALIFORNIA COASTAL,7.31,1.64,,,1.38,8.17,9.31,6.26,3.32,,0,0.02
2005,O87,SHELTER COVE,NORTHERN CALIFORNIA COASTAL,6.42,1.86,11.74,6.52,4.52,6.52,4.89,6.56,6.75,0.04,0,0.32
2005,OPCC1,PRAIRIE CREEK SP,NORTHERN CALIFORNIA COASTAL,10.13,,,,,,,,,,0,0.32
2005,RIHC1,RICHARDSON GROVE SP,NORTHERN CALIFORNIA COASTAL,5.3,2,16.27,,4.28,11.38,5.09,6.22,5.51,0,0,0
2005,SCOC1,SCOTIA,NORTHERN CALIFORNIA COASTAL,,1.85,9.92,7.6,3.98,8.36,5.96,4.64,2.77,0.01,0,0.03
2005,STNC1,STANDISH HICKEY SP,NORTHERN CALIFORNIA COASTAL,3.46,1.72,5.84,,,11.67,6.51,7.24,2.77,0.03,0,0
2005,WTSC1,WILLITS 1NE,NORTHERN CALIFORNIA COASTAL,4.48,1.21,11.36,7.13,3.98,9.52,4.86,6.48,2.74,0,,0
2005,BLIO3,BLY 4SE,UPPER KLAMATH,2.37,0.09,3.14,0.77,0.5,1.54,2.37,4.07,1.14,0.22,0,0.31
2005,CHEO3,CHEMULT,UPPER KLAMATH,2.19,0.39,6.84,1.95,0.68,2.75,1.52,4.16,0.4,0.31,0.39,0.28
2005,CHQO3,CHILOQUIN 7NW,UPPER KLAMATH,1.41,0.68,2.57,0.97,0.17,,2.02,3.16,0.32,0,0,0
2005,CRLO3,CRATER LAKE NP,UPPER KLAMATH,6,2.05,10.19,4.54,1.46,7.1,4.48,4.3,2.64,0.79,0,1.31
2005,GBZO3,GERBER,UPPER KLAMATH,2.16,0.63,3.9,1,0.6,1.8,2.3,5,0.58,0.1,0,0.23
2005,HOWO3,HOWARD PRAIRIE,UPPER KLAMATH,3.89,1.6,6.48,3,0.86,2.69,2.9,3.92,0.47,0,0,0.06
2005,KENO3,KENO,UPPER KLAMATH,2.84,1.28,4.38,1.04,0.69,1.14,2.46,2.17,0.26,0,0,0.33
2005,LMT,KLAMATH FALLS,UPPER KLAMATH,2.15,0.79,1.95,0.7,0.6,0.65,1.86,2.46,0.35,0.02,0,0
2005,BBAC1,BIG BAR 4E,LOWER KLAMATH,3.81,1.32,7.56,4.58,1.69,6.38,3.06,5.16,1.28,0,0,0
2005,CHNC1,CALLAHAN,LOWER KLAMATH,3.16,1.21,5.23,2.26,1.2,1,1.28,3.26,0.52,0.7,0,0.02
2005,COPC1,COPCO #1 DAM,LOWER KLAMATH,3.6,1.52,4.38,2.09,1.18,1.4,2.26,3.29,0.4,0.01,0,0.62
2005,FOJC1,FORT JONES,LOWER KLAMATH,3.03,1.15,5.35,2.19,0.65,2.03,1.51,2.99,0.38,0.09,0,0.07
2005,HFKC1,HAYFORK 2W,LOWER KLAMATH,4,1.49,11.4,7.44,3.3,7.79,2.57,5.38,1.52,0,0,0.02
2005,HPAC1,HOOPA,LOWER KLAMATH,6.4,1.5,14,6.5,2.1,9.4,6.3,5.8,3.9,0,0,0
2005,HPYC1,HAPPY CAMP,LOWER KLAMATH,4.68,1.34,10.28,6.79,0.86,7.85,5.36,4.82,0.82,0,0,0.27
2005,HYAC1,HYAMPOM,LOWER KLAMATH,5,6.3,8,,,,,,,,,
2005,KLAC1,KLAMATH,LOWER KLAMATH,8.68,3.11,16.06,9.62,2.17,12.5,,,,,,
2005,MTHC1,MT. HEBRON RS,LOWER KLAMATH,2.63,0.94,2.2,0.55,0.57,0.5,1.91,2.42,0.33,0,0,0.36
