2002, 'SOUTHERN OREGON COASTAL'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'EKO', 'ELKO', '   0.05', '   0.72', '   1.97', '   0.69', '   0.91', '   0.30', '   1.45', '   0.96', '   0.28', '   0.30', '   1.20', '   1.32', ' 10.15', ' 106'
2004, 'GIBN2', 'GIBBS RANCH', '   0.03', '   0.92', '   1.33', '   0.71', '   1.46', '   0.08', '   1.21', '   1.02', '   0.04', '   2.14', '   0.53', '   0.87', ' 10.34', '  96'
2004, 'GOLN2', 'GOLCONDA', '   0.00', '   0.54', '   1.56', '   0.20', '   0.73', '   0.00', '   0.19', '   0.23', '   0.00', '   0.00', '   0.10', '   0.15', '  3.70', '  48'
2004, 'IMLN2', 'IMLAY', '   0.00', '   0.57', '   2.22', '   0.96', '   1.27', '   0.23', '   0.13', '   0.20', '   0.33', '   0.11', '   0.65', '   0.40', '  7.07', '  85'
2004, 'JIGN2', 'JIGGS 8SSE', '   0.00', '   1.00', '   2.33', '   0.52', '   1.81', '   0.98', '   2.35', '   1.04', '   0.26', '   0.34', '   1.12', '   1.47', ' 13.22', '  99'
2004, 'LAMN2', 'LAMOILLE YOST', '   0.14', '   0.74', '   2.11', '   0.28', '   1.57', '   0.42', '   2.25', '   1.58', '   0.44', '   0.63', '   1.10', '   0.88', ' 12.14', '  86'
2004, 'LOVN2', 'LOVELOCK', '   0.04', '   0.32', '   1.44', '   0.27', '   0.68', '   0.31', '   0.02', '   0.32', '   0.60', '   0.11', '   0.64', '   0.04', '  4.79', '  81'
2004, 'PIVN2', 'PINE VALLEY', '   0.08', '   0.29', '   1.82', '   0.50', '   0.71', '   0.00', '   0.97', '   0.88', '   0.15', 'M', '   1.56', 'M', 'M'
2004, 'PRDN2', 'PARADISE VALLEY', '   0.00', '   0.71', '   2.57', '   1.54', '   1.68', '   0.18', '   0.46', '   0.69', '   0.25', '   0.40', '   0.87', '   0.24', '  9.59', '  88'
2004, 'RRRN2', "REESE RIVER O'TOOLE", '   0.05', '   0.16', '   1.08', '   0.23', '   0.45', '   0.02', '   1.05', '   0.33', '   0.44', '   0.61', '   0.53', '   0.57', '  5.52', '  70'
2004, 'RYPN2', 'RYE PATCH DAM', '   0.00', '   0.86', '   1.90', '   0.64', '   1.01', '   0.26', '   0.07', '   0.36', '   0.65', '   0.18', '   0.85', '   0.10', '  6.88', '  78'
2004, 'SFKN2', 'SOUTH FORK SP', '   0.00', '   0.48', '   1.60', '   0.26', '   0.82', '   0.07', '   0.82', '   0.59', 'M', 'M', 'M', 'M', 'M'
2004, 'U31', 'AUSTIN', 'M', '   0.64', 'M', '   1.10', 'M', 'M', '   1.23', '   0.57', '   1.95', '   1.65', '   0.30', 'M', 'M'
2004, 'WELN2', 'WELLS', '   0.07', '   0.38', '   1.59', '   0.85', '   0.46', '   0.00', '   2.10', '   1.82', 'M', '   1.78', '   0.53', 'M', 'M'
2004, 'WMC', 'WINNEMUCCA', '   0.00', '   0.47', '   1.79', '   0.52', '   1.05', '   0.03', '   0.29', '   0.74', '   0.23', '   0.12', '   0.12', '   0.20', '  5.56', '  67'
2004, 'BLACK ROCK DESERT'
2004, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'DUFN2', 'DUFURRENA (SHELDON)', '   0.08', '   0.69', '   0.58', '   0.26', '   0.21', '   0.28', '   0.22', '   1.11', '   0.70', '   0.00', '   0.52', '   0.30', '  4.95', '  65'
2004, 'KRVN2', 'KINGS RIVER VALLEY', '   0.00', '   1.31', '   2.26', '   0.76', '   0.78', '   0.32', '   0.20', '   1.13', '   0.42', '   0.06', 'M', '   0.27', 'M'
2004, 'LCRN2', 'LEONARD CREEK RANCH', '   0.00', '   1.27', '   1.89', '   1.13', '   1.48', '   0.56', '   0.13', '   0.39', '   0.40', '   0.25', '   0.20', '   0.25', '  7.95', '  84'
2004, 'MCDN2', 'MCDERMITT', '   0.00', '   0.85', '   0.72', '   0.49', '   1.01', '   0.02', '   0.33', '   0.87', '   0.37', '   0.27', '   0.61', '   0.42', '  5.96', '  65'
2004, 'ORVN2', 'OROVADA 4WSW', '   0.00', '   1.47', '   2.42', '   1.02', '   1.42', '   0.08', '   0.59', '   0.87', '   0.23', '   0.26', '   0.58', 'M', 'M'
2004, 'CENTRAL NEVADA DESERT'
2004, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'ARTN2', 'ARTHUR 4NW', '   0.20', '   0.57', '   2.21', '   1.32', '   1.43', '   0.19', '   1.65', '   1.43', '   0.61', '   0.90', '   1.06', 'M', 'M'
2004, 'BDRN2', 'BOULDER CITY', '   0.00', '   0.59', '   0.47', '   0.11', '   1.12', '   0.15', '   0.52', '   0.00', '   0.01', '   0.20', 'M', 'M', 'M'
2004, 'BLEN2', 'BLUE EAGLE RANCH', '   0.00', '   0.72', '   0.81', '   0.33', '   0.76', '   0.00', '   0.97', 'M', '   0.12', '   0.28', '   0.41', '   0.00', 'M'
2004, 'CLVN2', 'CLOVER VALLEY', '   0.12', '   1.39', '   2.15', '   1.36', '   0.32', '   0.79', '   1.59', '   1.10', 'M', '   1.08', '   0.53', '   0.84', 'M'
2004, 'DNDN2', 'DIAMOND VALLEY', '   0.00', '   0.15', 'M', '   0.00', 'M', '   0.14', '   0.98', 'M', 'M', '   0.93', '   0.84', '   0.89', 'M'
2004, 'DYRN2', 'DYER', '   0.00', '   0.73', '   0.25', '   0.01', '   0.84', '   0.19', '   0.40', '   0.57', '   0.24', '   0.22', '   0.04', '   0.00', '  3.49', '  68'
2004, 'EKAN2', 'EUREKA', '   0.00', '   0.59', '   1.96', '   0.14', '   1.82', '   0.28', '   1.82', '   0.29', '   0.07', '   1.37', '   0.91', '   1.02', ' 10.27', '  85'
2004, 'ELY', 'ELY', '   0.05', '   0.41', '   0.65', '   0.21', '   0.83', '   0.28', '   0.31', '   0.19', '   0.77', '   0.72', '   1.01', '   0.38', '  5.81', '  59'
2004, 'GDFN2', 'GOLDFIELD', '   0.19', '   0.26', '   0.89', '   0.00', '   1.75', '   0.40', '   0.76', '   0.01', '   0.27', 'M', '   1.25', '   0.00', 'M'
2004, 'LAGN2', 'LAGES', '   0.38', '   0.69', '   1.45', '   0.02', '   0.70', '   0.40', '   1.65', '   0.20', '   0.04', '   0.45', '   1.03', 'M', 'M'
2004, 'MCGN2', 'MCGILL', '   0.05', '   0.91', '   1.61', '   0.09', '   0.88', '   0.13', '   1.30', '   0.48', '   0.39', '   0.73', '   0.77', '   0.48', '  7.82', '  89'
2004, 'MIDN2', 'MIDDLEGATE', '   0.04', '   0.70', '   0.66', '   0.23', '   0.80', '   0.01', '   0.39', 'M', 'M', 'M', 'M', 'M', 'M'
2004, 'MNAN2', 'MINA', '   0.00', '   0.27', '   0.54', '   0.03', '   1.04', '   0.09', '   0.71', '   0.09', '   0.00', '   0.58', '   0.46', '   0.07', '  3.88', '  64'
2004, 'OASN2', 'OASIS', '   0.16', '   0.38', '   1.00', '   0.26', '   0.65', '   0.25', '   1.82', '   0.69', '   0.09', '   1.23', '   1.48', '   0.35', '  8.36', ' 103'
2004, 'PAHN2', 'PAHRUMP', '   0.00', '   0.72', '   1.29', '   0.00', '   2.25', '   0.52', '   0.06', '   0.00', '   0.00', '   0.08', '   0.20', '   0.36', '  5.48', ' 106'
2004, 'RBLN2', 'RUBY LAKE', '   0.20', '   1.13', '   2.46', '   0.67', '   1.05', '   0.57', '   1.77', '   1.23', '   0.46', '   1.01', '   1.56', '   1.05', ' 13.16', '  96'
2004, 'RTHN2', 'RUTH', 'M', 'M', 'M', '   0.22', 'M', '   1.00', '   0.50', '   0.70', '   1.11', '   0.25', '   1.36', '   0.85', 'M'
2004, 'SKVN2', 'SMOKEY VALLEY', '   0.12', '   0.84', '   0.55', '   0.02', '   0.79', '   0.00', '   0.46', '   0.19', '   0.08', '   0.72', '   0.25', '   0.14', '  4.16', '  57'
2004, 'SLVN2', 'SILVERPEAK', '   0.02', '   0.70', '   0.08', '   0.00', '   0.43', '   0.00', '   0.47', '   0.08', '   0.07', 'M', '   1.48', 'M', 'M'
2004, 'SSHN2', 'SHOSHONE', '   0.03', '   0.84', '   1.41', '   0.19', '   1.16', '   0.14', '   0.82', '   0.25', '   1.24', '   0.74', '   0.99', '   1.09', '  8.90', ' 101'
2004, 'TPH', 'TONOPAH', '   0.12', '   0.81', '   0.18', '   0.02', '   0.55', '   0.26', '   0.41', '   0.07', '   0.00', '   0.12', '   0.69', '   0.01', '  3.24', '  56'
2004, 'TWSN2', 'TWIN SPRING - FALLINI', '   0.00', '   0.64', '   0.19', '   0.02', '   0.55', '   0.00', '   0.94', '   0.03', '   0.16', '   0.54', '   0.95', '   0.03', '  4.05', '  76'
2004, 'SNAKE AND COLUMBIA'
2004, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'AWH', 'WILDHORSE RESERVOIR', '   0.10', '   1.68', '   2.53', '   1.95', '   1.12', '   0.42', '   1.30', '   1.55', '   0.06', '   1.35', '   1.51', '   1.00', ' 14.57', ' 111'
2004, 'JPTN2', 'JACKPOT', '   0.37', '   1.23', '   0.63', '   0.30', '   0.75', '   0.20', '   0.91', '   2.89', '   0.27', '   0.39', '   0.60', '   0.79', '  9.33', '  92'
2004, 'MCDO3', 'MCDERMITT', '   0.03', '   0.68', '   0.96', 'M', '   0.60', '   0.09', '   0.59', '   1.76', '   1.00', 'M', 'M', '   0.52', 'M'
2004, 'MTNN2', 'MOUNTAIN CITY', '   0.16', '   0.48', '   1.35', '   1.14', '   0.98', '   0.11', '   1.84', '   1.00', '   0.59', '   0.41', '   1.75', '   0.91', ' 10.72', '  83'
2004, 'OLEO3', 'ODELL LAKE', '   1.11', '   3.69', '   5.95', '   6.48', '   4.60', '   1.78', '   1.51', '   2.87', '   1.03', '   0.58', '   1.33', '   0.74', ' 31.67', '  97'
2004, 'SILI1', 'SILVER CITY', '   0.18', '   2.40', '   6.51', '   5.18', '   3.39', 'M', 'M', '   5.11', '   1.38', '   0.36', 'M', 'M', 'M'
2004, 'TUSN2', 'TUSCARORA', '   0.16', '   1.56', '   2.95', '   1.25', '   1.48', '   0.42', '   1.42', '   1.59', '   0.34', '   0.34', '   1.18', '   0.66', ' 13.35', ' 112'
2004, 'LOWER COLORADO'
2004, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'BLH', 'BLYTHE', '   0.00', '   0.35', '   0.00', '   0.02', '   0.58', '   0.81', '   0.06', '   0.00', '   0.00', '   0.00', '   0.02', '   0.12', '  1.96', '  49'
2004, 'BULA3', 'BULLHEAD CITY', '   0.00', '   0.10', '   0.00', '   0.00', '   0.79', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', 'M', '   0.00', 'M'
2004, 'CALN2', 'CALIENTE', '   0.32', '   1.08', '   1.22', '   0.31', '   1.60', '   0.13', '   1.38', '   0.05', '   0.29', 'M', '   1.43', '   1.12', 'M'
2004, 'DNWN2', 'DESERT NTL WILDLIFE REF', '   0.00', '   0.75', '   0.84', '   0.28', '   1.41', '   0.23', '   0.76', '   0.00', '   0.00', '   0.11', '   0.14', '   0.15', '  4.67', '  97'
2004, 'EED', 'NEEDLES', '   0.00', '   0.37', '   0.06', '   0.00', '   2.58', '   0.06', '   1.35', '   0.00', '   0.00', 'M', 'M', 'M', 'M'
2004, 'EGNN2', 'ELGIN', '   0.26', '   0.94', '   2.07', '   0.10', '   3.84', '   0.55', '   2.10', '   0.47', '   0.07', '   0.23', '   0.69', '   0.35', ' 11.67', ' 107'
2004, 'GUNU1', 'GUNLOCK PH', '   0.00', '   0.94', '   2.40', '   0.21', '   3.55', '   0.21', '   1.46', '   0.00', '   0.00', '   0.64', '   0.40', '   0.82', ' 10.63', '  78'
2004, 'HIKN2', 'HIKO', '   0.00', '   0.93', '   1.33', '   0.05', '   2.01', '   0.20', '   1.56', '   0.01', '   0.01', '   0.78', '   0.48', '   0.53', '  7.89', ' 137'
2004, 'LAUN2', 'LAUGHLIN', '   0.00', '   0.38', '   0.08', '   0.01', '   1.64', '   0.10', '   0.85', 'M', '   0.00', '   0.00', 'M', '   0.00', 'M'
2004, 'LAVU1', 'LA VERKIN', '   0.06', '   0.61', '   1.25', '   0.23', '   3.69', '   0.11', '   1.50', '   0.39', '   0.17', '   0.02', '   1.16', '   0.19', '  9.38', '  78'
2004, 'LHCA3', 'LAKE HAVASU CITY', '   0.00', '   0.24', '   0.41', '   0.02', '   0.84', '   0.12', '   0.80', '   0.00', '   0.00', 'M', '   0.79', '   0.11', 'M'
2004, 'LUNN2', 'LUND', '   0.00', '   0.78', '   0.96', '   0.01', '   0.85', '   0.08', '   1.45', '   0.15', '   1.44', '   1.08', '   1.15', '   0.14', '  8.09', '  74'
2004, 'PION2', 'PIOCHE', '   0.52', '   1.70', '   1.01', '   0.20', '   3.32', '   0.13', '   1.07', '   0.10', '   0.39', '   0.88', '   1.79', '   0.51', ' 11.62', '  84'
2004, 'PWMN2', 'PAHRANAGAT WILDLIFE REF', '   0.00', '   0.82', '   0.27', '   0.00', '   2.15', '   0.22', '   1.14', '   0.00', '   0.00', '   0.10', '   0.68', 'M', 'M'
2004, 'SGUU1', 'ST. GEORGE', '   0.00', '   0.18', '   0.85', '   0.25', '   3.02', '   0.15', '   1.30', '   0.00', '   0.00', '   0.00', '   0.30', '   0.23', '  6.28', '  72'
2004, 'SPVN2', 'SPRING VALLEY STATE PA', '   0.09', '   0.94', '   2.37', '   0.26', '   1.86', '   0.00', '   1.20', 'M', 'M', '   0.51', '   0.84', '   0.75', 'M'
2004, 'SRCN2', 'SEARCHLIGHT', '   0.00', '   0.72', '   1.02', '   0.14', '   2.66', '   0.51', '   1.92', '   0.33', '   0.00', '   0.00', '   0.19', '   0.28', '  7.77', '  94'
2004, 'SUNN2', 'SUNNYSIDE', '   0.30', '   0.44', '   0.94', '   0.51', '   1.43', '   0.02', '   1.50', '   0.08', '   0.47', '   0.15', '   0.58', '   0.20', '  6.62', '  64'
2004, 'VEF', 'LAS VEGAS', '   0.00', '   0.67', '   1.04', '   0.02', '   1.51', '   0.25', '   0.94', '   0.00', '   0.02', '   0.02', '   0.89', '   0.44', '  5.80', ' 126'
2004, 'VEYU1', 'VEYO POWER HOUSE', '   0.00', '   1.04', '   2.38', '   0.81', '   3.42', '   0.11', '   1.30', '   0.00', '   0.00', '   0.14', '   0.83', '   0.87', ' 10.90', '  73'
2004, 'VOFN2', 'VALLEY FO FIRE SP', '   0.00', '   0.57', '   0.54', '   0.23', '   2.52', '   0.27', '   0.76', '   0.00', '   0.09', '   0.00', '   0.04', '   0.01', '  5.03', '  77'
2004, 'WUPA3', 'WIKIEUP', '   0.00', 'M', '   0.20', '   0.00', '   2.23', '   0.12', 'M', 'M', '   0.00', 'M', '   1.29', '   0.04', 'M'
2004, 'YUCA3', 'YUCCA 1 NNE', '   0.00', '   0.44', '   0.45', '   0.23', '   1.21', '   0.17', '   1.47', '   0.00', '   0.00', 'M', '   0.44', '   0.71', 'M'
2004, 'YUM', 'YUMA', '   0.00', '   0.42', '   0.00', '   0.38', '   0.15', '   0.39', '   0.24', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  1.58', '  52'
2004, 'GREAT SALT LAKE'
2004, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'ENV', 'WENDOVER', '   0.06', '   0.10', 'M', 'M', '   0.33', '   0.01', '   0.68', '   0.37', '   0.02', '   0.09', '   0.25', '   0.36', 'M'
2004, 'LENN2', 'GREAT BASIN N P', '   0.47', '   1.51', '   1.93', '   1.93', '   1.89', '   0.18', '   1.45', '   0.27', '   1.25', '   1.30', '   1.09', '   0.74', ' 14.01', ' 103'
2004, 'MNTN2', 'MONTELLO', '   0.47', '   0.37', '   0.87', '   0.32', '   0.73', '   0.01', '   0.96', '   1.34', '   0.10', '   1.17', '   1.73', '   0.21', '  8.28', '  98'
2004, 'ESCALANTE DESERT'
2004, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2004, 'CDEU1', 'CEDAR CITY 5E', '   0.03', '   1.08', '   1.41', '   0.52', '   2.09', '   0.05', '   1.12', '   0.92', '   0.37', '   1.88', '   1.43', '   1.50', ' 12.40', '  84'
2004, 'EMRU1', 'ENTERPRISE', '   0.00', '   1.17', '   2.08', '   0.52', '   1.87', '   0.14', '   1.00', '   0.76', '   0.08', '   2.04', '   0.68', '   0.47', ' 10.81', '  73'
2004, 'MLFU1', 'MILFORD', '   0.00', '   0.63', '   1.27', '   0.48', '   2.18', '   0.08', '   1.92', '   0.83', '   0.32', '   1.04', '   0.51', '   0.10', '  9.36', '  91'
2004, 'MODU1', 'MODENA', '   0.00', '   0.20', '   0.50', '   0.00', 'M', '   0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2005, 'SOUTHERN OREGON COASTAL'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, '4BK', 'BROOKINGS', '   9.86', '   4.43', '  12.55', '   6.85', '   4.78', '   9.75', '   9.72', '   7.33', '   5.53', '   0.53', '   0.00', '   0.14', ' 71.47', '  97', '  97'
2005, 'ASHO3', 'ASHLAND', '   3.17', '   1.92', '   3.32', '   0.91', '   0.50', '   1.38', '   2.08', '   3.85', '   0.52', '   0.05', '   0.00', '   0.56', ' 18.26', '  92', '  92'
2005, 'COPO3', 'COPPER 4NE', '   4.15', '   1.66', '   5.97', '   2.63', '   0.35', '   3.17', '   3.59', 'M', 'M', 'M', 'M', 'M', 'M'
2005, 'CVJO3', 'CAVE JUNCTION', '   6.80', '   1.79', '  13.03', '   5.46', '   1.68', '  10.17', '   7.33', '   5.04', '   1.67', '   0.61', '   0.00', '   0.00', ' 53.58', '  86', '  86'
2005, 'GOLO3', 'GOLD BEACH', '   6.29', '   4.92', '  11.11', '   3.90', '   5.03', '   9.43', '   8.35', '   5.65', '   3.94', '   0.48', '   0.00', '   0.61', ' 59.71', '  75', '  75'
2005, 'GPSO3', 'GRANTS PASS KAJO', '   3.57', '   2.01', '   5.91', '   2.83', '   0.74', '   4.45', '   3.35', '   3.51', '   0.72', '   0.16', '   0.00', '   0.50', ' 27.75', '  89', '  89'
2005, 'GSPO3', 'GREEN SPRINGS PP', '   3.41', '   1.28', '   4.15', '   1.28', '   0.83', '   1.68', '   3.19', '   2.59', '   0.50', '   0.00', '   0.00', '   0.81', ' 19.72', '  86', '  86'
2005, 'LEMO3', 'LEMOLO LAKE', '   5.83', '   1.47', '  13.22', '   3.37', '   1.61', '   6.73', '   6.40', '   7.45', '   2.35', '   0.44', '   0.00', '   1.60', ' 50.47', '  77', '  77'
2005, 'MFR', 'MEDFORD', '   2.90', '   1.70', '   4.13', '   1.60', '   0.30', '   1.77', '   2.16', '   2.97', '   0.68', '   0.07', '   0.00', '   0.44', ' 18.72', ' 102', ' 102'
2005, 'OTH', 'NORTH BEND', '   7.59', '   4.04', '   9.06', '   7.64', '   2.69', '   6.65', '   5.94', '   6.10', '   3.08', '   0.80', '   0.00', '   1.89', ' 55.48', '  86', '  86'
2005, 'PRSO3', 'PROSPECT 2SW', '   5.05', '   1.72', '   8.03', '   3.50', '   1.04', '   4.67', '   4.74', '   6.25', '   1.35', '   0.28', '   0.00', '   1.52', ' 38.15', '  90', '  90'
2005, 'RIDO3', 'RIDDLE', '   3.36', '   1.89', '   5.08', '   1.48', '   1.40', '   3.26', '   3.19', '   5.80', '   0.87', '   0.18', '   0.00', '   0.26', ' 26.77', '  85', '  85'
2005, 'ROGO3', 'ROSEBURG', '   2.64', '   1.45', '   6.20', '   1.85', '   1.10', '   4.45', '   2.92', '   6.30', '   0.79', '   0.11', '   0.00', '   0.75', ' 28.56', '  85', '  85'
2005, 'SXT', 'SEXTON SUMMIT', '   3.46', '   0.79', '   6.88', '   4.75', '   1.25', '   4.93', '   6.44', '   6.74', '   1.07', '   0.12', '   0.00', '   0.37', ' 36.80', ' 111', ' 111'
2005, 'TKFO3', 'TOKETEE FALLS', '   5.95', '   2.49', '  10.39', '   2.08', '   1.27', '   5.90', '   4.86', '   7.86', '   2.55', '   0.26', '   0.00', '   1.32', ' 44.93', '  92', '  92'
2005, 'WINO3', 'WINCHESTER DAM', '   3.63', '   1.79', '   5.94', '   1.86', '   1.71', '   4.45', '   3.31', '   6.64', '   1.17', '   0.17', '   0.01', '   0.47', ' 31.15', '  87', '  87'
2005, 'WLMO3', 'WILLIAMS', '   3.44', '   1.86', '   7.24', '   3.30', '   0.43', '   3.71', '   4.00', '   2.86', '   0.53', '   0.09', '   0.00', '   0.29', ' 27.75', '  85', '  85'
2005, 'OREGON CLOSED BASINS'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'DNON2', 'DENIO', '   1.81', '   0.71', '   0.51', '   0.79', '   0.76', '   0.69', '   0.95', '   3.35', '   0.66', '   0.00', '   0.00', 'M', 'M'
2005, 'HMRO3', 'HART MOUNTAIN REF', '   1.84', '   1.30', '   0.46', '   0.61', '   0.55', '   0.78', '   1.88', '   6.57', '   0.54', '   0.00', '   0.00', '   0.25', ' 14.78', ' 116', ' 116'
2005, 'PASO3', 'PAISLEY', '   2.07', '   0.74', '   1.92', '   0.76', '   0.29', '   0.29', '   2.00', '   2.58', '   1.09', '   0.13', '   0.10', '   0.68', ' 12.65', ' 117', ' 117'
2005, 'SMMO3', 'SUMMER LAKE', '   1.63', '   0.42', '   3.22', '   0.96', '   0.21', '   0.17', '   1.73', '   3.67', '   1.29', '   0.05', '   0.06', '   0.53', ' 13.94', ' 109', ' 109'
2005, 'SVLO3', 'SILVER LAKE', '   1.44', '   0.44', '   2.96', '   0.80', '   0.18', '   0.61', '   1.43', '   3.09', '   0.38', '   0.25', '   0.01', 'M', 'M'
2005, 'NORTHERN CALIFORNIA COASTAL'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'CEC', 'CRESCENT CITY ASOS', '   7.58', '   2.58', '  12.45', '   5.19', '   2.35', '   8.46', '   8.92', '   6.35', '   3.40', '   0.11', '   0.06', '   0.46', ' 57.91', 'NA', 'NA'
2005, 'CECC1', 'CRESCENT CITY 3NNW', '   7.86', '   2.80', '  13.83', '   6.93', '   2.69', '   9.64', '   9.90', '   7.33', '   3.84', '   0.13', '   0.11', '   0.43', ' 65.49', '  98', '  98'
2005, 'CVLC1', 'COVELO', '   3.96', '   1.38', '  10.13', '   6.27', '   3.93', '   7.36', '   3.67', '   5.67', '   1.93', '   0.00', '   0.00', '   0.01', ' 44.31', ' 105', ' 105'
2005, 'EKA', 'EUREKA', '   5.71', '   1.87', '   9.43', '   5.91', '   2.42', '   6.24', '   4.70', '   3.90', '   3.08', '   0.05', '   0.07', '   0.08', ' 43.46', ' 114', ' 114'
2005, 'FORC1', 'FORT ROSS', '   3.62', '   1.86', '   8.50', '   5.19', '   4.55', '   5.46', '   2.82', '   5.84', 'M', '   0.00', 'M', '   0.00', 'M'
2005, 'FRBC1', 'FT BRAGG 5N', 'M', '   1.64', '   9.30', '   5.57', '   6.34', '   6.79', '   3.73', '   4.21', '   3.50', '   0.11', '   0.03', '   0.13', 'M'
2005, 'GASC1', 'GASQUET RS', '   9.16', '   2.79', '  17.63', '  10.29', '   2.39', '  13.26', '  10.87', '   8.37', '   4.56', '   0.09', '   0.00', '   0.59', ' 80.00', '  87', '  87'
2005, 'GCSC1', 'GRIZZLY CREEK SP', '   7.31', '   1.64', 'M', 'M', '   1.38', '   8.17', '   9.31', '   6.26', '   3.32', 'M', '   0.00', '   0.02', 'M'
2005, 'O87', 'SHELTER COVE', '   6.42', '   1.86', '  11.74', '   6.52', '   4.52', '   6.52', '   4.89', '   6.56', '   6.75', '   0.04', '   0.00', '   0.32', ' 56.14', '  91', '  91'
2005, 'OPCC1', 'PRAIRIE CREEK SP', '  10.13', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '   0.00', '   0.32', 'M'
2005, 'RIHC1', 'RICHARDSON GROVE SP', '   5.30', '   2.00', '  16.27', 'M', '   4.28', '  11.38', '   5.09', '   6.22', '   5.51', '   0.00', '   0.00', '   0.00', 'M'
2005, 'SCOC1', 'SCOTIA', 'M', '   1.85', '   9.92', '   7.60', '   3.98', '   8.36', '   5.96', '   4.64', '   2.77', '   0.01', '   0.00', '   0.03', 'M'
2005, 'STNC1', 'STANDISH HICKEY SP', '   3.46', '   1.72', '   5.84', 'M', 'M', '  11.67', '   6.51', '   7.24', '   2.77', '   0.03', '   0.00', '   0.00', 'M'
2005, 'WTSC1', 'WILLITS 1NE', '   4.48', '   1.21', '  11.36', '   7.13', '   3.98', '   9.52', '   4.86', '   6.48', '   2.74', '   0.00', 'M', '   0.00', 'M'
2005, 'UPPER KLAMATH'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'BLIO3', 'BLY 4SE', '   2.37', '   0.09', '   3.14', '   0.77', '   0.50', '   1.54', '   2.37', '   4.07', '   1.14', '   0.22', '   0.00', '   0.31', ' 16.52', 'NA', 'NA'
2005, 'CHEO3', 'CHEMULT', '   2.19', '   0.39', '   6.84', '   1.95', '   0.68', '   2.75', '   1.52', '   4.16', '   0.40', '   0.31', '   0.39', '   0.28', ' 21.86', '  85', '  85'
2005, 'CHQO3', 'CHILOQUIN 7NW', '   1.41', '   0.68', '   2.57', '   0.97', '   0.17', 'M', '   2.02', '   3.16', '   0.32', '   0.00', '   0.00', '   0.00', 'M'
2005, 'CRLO3', 'CRATER LAKE NP', '   6.00', '   2.05', '  10.19', '   4.54', '   1.46', '   7.10', '   4.48', '   4.30', '   2.64', '   0.79', '   0.00', '   1.31', ' 44.86', '  67', '  67'
2005, 'GBZO3', 'GERBER', '   2.16', '   0.63', '   3.90', '   1.00', '   0.60', '   1.80', '   2.30', '   5.00', '   0.58', '   0.10', '   0.00', '   0.23', ' 18.30', ' 100', ' 100'
2005, 'HOWO3', 'HOWARD PRAIRIE', '   3.89', '   1.60', '   6.48', '   3.00', '   0.86', '   2.69', '   2.90', '   3.92', '   0.47', '   0.00', '   0.00', '   0.06', ' 25.87', '  79', '  79'
